"","CO2","year","pais","avgAA","no.emig","exports","imports","pop","remit","aid","inflation","unempl","GDP","avgPop","propEmig"
"23","BOL",2003,"bolivia",2.52276867030965,67488,235970086,302886591,NA,NA,248320000,3.3372749967153,5.4520001411438,2.71133983700673,5715.66666666667,0.0118075465095935
"24","BOL",2004,"bolivia",2.47384007897335,79951,359817146,260490170,NA,NA,137560000,4.43738080101715,4.30000019073486,4.17329558916248,5715.66666666667,0.013988044555899
"25","BOL",2005,"bolivia",2.52567693744164,61453,408675300,324536213,5682,NA,139610000,5.39323106890675,5.40000009536743,4.42143312687979,5715.66666666667,0.0107516766781361
"26","BOL",2006,"bolivia",2.5183527305282,74634,413801341,342292119,NA,NA,193090000,4.28554926648955,5.30000019073486,4.79700882356067,5715.66666666667,0.0130577943663615
"27","BOL",2007,"bolivia",2.58620689655172,66368,412981741,411795800,NA,NA,122390000,8.70624723083738,5.19999980926514,4.56428492474335,5715.66666666667,0.011611593864816
"28","BOL",2008,"bolivia",2.4463601532567,65635,479077128,525428091,NA,NA,123820000,14.0004075810067,2.90000009536743,6.14920768475669,5715.66666666667,0.0114833498571179
"29","BOL",2009,"bolivia",2.74716981132075,73196,409764212,588252096,NA,NA,101550000,3.34936982551394,3.40000009536743,3.35557170222604,5715.66666666667,0.0128062051670846
"30","BOL",2010,"bolivia",2.70067372473532,76893,690853245,733526362,6440,NA,60330000,2.50176702702374,5.98999977111816,4.12858694957501,5715.66666666667,0.013453023852569
"31","BOL",2011,"bolivia",2.74741784037559,81143,876631528,890199751,NA,NA,59070000,9.81268984137699,2.70000004768372,5.20162032774812,5715.66666666667,0.0141965941564122
"32","BRA",1995,"brazil",3.66634799235182,95864,8799186944,12751772672,108886,NA,-5e+06,66.0078763077923,9.90799999237061,4.41673135388506,127752.25,0.000750389914854729
"33","BRA",1996,"brazil",3.52145922746781,112188,9312372736,12631657472,NA,NA,-7e+06,15.7574360967244,11.1960000991821,2.20753552794351,127752.25,0.000878168486269322
"34","BRA",1997,"brazil",3.59383378016086,148955,9407879168,15243851776,NA,NA,0,6.92531694489086,11.5839996337891,3.39502863721179,127752.25,0.00116596772268199
"35","BRA",1998,"brazil",3.53938730853392,142442,9888893952,14318668800,NA,NA,-8810000,3.19859189123574,14.7410001754761,0.338356179270249,127752.25,0.00111498623311918
"36","BRA",2000,"brazil",2.86556603773585,200071,13389888579,13037379871,122354,NA,-57850000,7.04470245106286,13.9759998321533,4.11256490969873,127752.25,0.00156608592020884
"37","BRA",2001,"brazil",2.94660194174757,259499,14398230083,13050768718,NA,NA,-70750000,6.83783075713914,12.5369997024536,1.3898671662665,127752.25,0.00203126755106074
"38","BRA",2002,"brazil",2.57331863285557,277646,15559315191,10440316218,NA,NA,-37140000,8.45022069641981,13.0430002212524,3.05330373122146,127752.25,0.00217331592985642
"39","BRA",2003,"brazil",2.51808318264014,237921,16937180785,9731968193,NA,NA,-56080000,14.7153258264369,13.6759996414185,1.14100701302281,127752.25,0.00186236250242168
"40","BRA",2004,"brazil",2.53581395348837,283886,20403165980,11538691153,NA,NA,-57460000,6.59912484724249,12.8719997406006,5.75987600394781,127752.25,0.00222216047075492
"41","BRA",2005,"brazil",2.57860465116279,331036,22810092517,12854779946,134481,NA,-25930000,6.867349580267,11.3669996261597,3.20213521300201,127752.25,0.0025912342052684
"42","BRA",2006,"brazil",2.62487945998071,342977,24774417482,14856489424,NA,NA,-67860000,4.18368053152465,11.4919996261597,3.96190265641243,127752.25,0.00268470418329227
